,begin,end,link,counts
0,0.0,900.0,10_16,66.0
1,0.0,900.0,10_4,140.0
2,0.0,900.0,10_9,92.0
3,0.0,900.0,12_13,185.0
4,0.0,900.0,13_12,124.0
5,0.0,900.0,13_14,72.0
6,0.0,900.0,13_19,49.0
7,0.0,900.0,13_7,73.0
8,0.0,900.0,14_13,50.0
9,0.0,900.0,14_15,71.0
10,0.0,900.0,14_20,112.0
11,0.0,900.0,14_8,76.0
12,0.0,900.0,15_14,22.0
13,0.0,900.0,15_16,56.0
14,0.0,900.0,15_21,36.0
15,0.0,900.0,15_9,39.0
16,0.0,900.0,16_10,96.0
17,0.0,900.0,16_15,116.0
18,0.0,900.0,16_17,112.0
19,0.0,900.0,16_22,109.0
20,0.0,900.0,17_16,199.0
21,0.0,900.0,18_19,133.0
22,0.0,900.0,19_13,36.0
23,0.0,900.0,19_18,92.0
24,0.0,900.0,19_20,106.0
25,0.0,900.0,19_25,89.0
26,0.0,900.0,1_7,166.0
27,0.0,900.0,20_14,186.0
28,0.0,900.0,20_19,59.0
29,0.0,900.0,20_21,6.0
30,0.0,900.0,20_26,43.0
31,0.0,900.0,21_15,63.0
32,0.0,900.0,21_20,3.0
33,0.0,900.0,21_22,74.0
34,0.0,900.0,21_27,66.0
35,0.0,900.0,22_16,154.0
36,0.0,900.0,22_21,45.0
37,0.0,900.0,22_23,112.0
38,0.0,900.0,22_28,38.0
39,0.0,900.0,23_22,138.0
40,0.0,900.0,25_19,109.0
41,0.0,900.0,25_26,106.0
42,0.0,900.0,25_31,94.0
43,0.0,900.0,26_20,106.0
44,0.0,900.0,26_25,88.0
45,0.0,900.0,26_27,90.0
46,0.0,900.0,26_32,79.0
47,0.0,900.0,27_21,154.0
48,0.0,900.0,27_26,106.0
49,0.0,900.0,27_28,50.0
50,0.0,900.0,27_33,80.0
51,0.0,900.0,28_22,58.0
52,0.0,900.0,28_27,135.0
53,0.0,900.0,28_34,88.0
54,0.0,900.0,2_8,155.0
55,0.0,900.0,31_25,159.0
56,0.0,900.0,32_26,154.0
57,0.0,900.0,33_27,134.0
58,0.0,900.0,34_28,212.0
59,0.0,900.0,3_9,149.0
60,0.0,900.0,4_10,134.0
61,0.0,900.0,7_1,68.0
62,0.0,900.0,7_13,84.0
63,0.0,900.0,7_8,82.0
64,0.0,900.0,8_14,74.0
65,0.0,900.0,8_2,78.0
66,0.0,900.0,8_7,74.0
67,0.0,900.0,8_9,211.0
68,0.0,900.0,9_10,102.0
69,0.0,900.0,9_15,94.0
70,0.0,900.0,9_3,92.0
71,0.0,900.0,9_8,148.0
72,900.0,1800.0,10_16,90.0
73,900.0,1800.0,10_4,160.0
74,900.0,1800.0,10_9,51.0
75,900.0,1800.0,12_13,142.0
76,900.0,1800.0,13_12,93.0
77,900.0,1800.0,13_14,62.0
78,900.0,1800.0,13_19,52.0
79,900.0,1800.0,13_7,99.0
80,900.0,1800.0,14_13,65.0
81,900.0,1800.0,14_15,62.0
82,900.0,1800.0,14_20,149.0
83,900.0,1800.0,14_8,83.0
84,900.0,1800.0,15_14,8.0
85,900.0,1800.0,15_16,77.0
86,900.0,1800.0,15_21,62.0
87,900.0,1800.0,15_9,5.0
88,900.0,1800.0,16_10,70.0
89,900.0,1800.0,16_15,165.0
90,900.0,1800.0,16_17,129.0
91,900.0,1800.0,16_22,122.0
92,900.0,1800.0,17_16,155.0
93,900.0,1800.0,18_19,141.0
94,900.0,1800.0,19_13,43.0
95,900.0,1800.0,19_18,134.0
96,900.0,1800.0,19_20,94.0
97,900.0,1800.0,19_25,132.0
98,900.0,1800.0,1_7,139.0
99,900.0,1800.0,20_14,213.0
100,900.0,1800.0,20_19,82.0
101,900.0,1800.0,20_21,13.0
102,900.0,1800.0,20_26,71.0
103,900.0,1800.0,21_15,50.0
104,900.0,1800.0,21_20,9.0
105,900.0,1800.0,21_22,87.0
106,900.0,1800.0,21_27,118.0
107,900.0,1800.0,22_16,143.0
108,900.0,1800.0,22_21,79.0
109,900.0,1800.0,22_23,141.0
110,900.0,1800.0,22_28,35.0
111,900.0,1800.0,23_22,156.0
112,900.0,1800.0,25_19,125.0
113,900.0,1800.0,25_26,128.0
114,900.0,1800.0,25_31,133.0
115,900.0,1800.0,26_20,128.0
116,900.0,1800.0,26_25,108.0
117,900.0,1800.0,26_27,130.0
118,900.0,1800.0,26_32,142.0
119,900.0,1800.0,27_21,169.0
120,900.0,1800.0,27_26,118.0
121,900.0,1800.0,27_28,81.0
122,900.0,1800.0,27_33,150.0
123,900.0,1800.0,28_22,24.0
124,900.0,1800.0,28_27,114.0
125,900.0,1800.0,28_34,115.0
126,900.0,1800.0,2_8,188.0
127,900.0,1800.0,31_25,143.0
128,900.0,1800.0,32_26,193.0
129,900.0,1800.0,33_27,184.0
130,900.0,1800.0,34_28,170.0
131,900.0,1800.0,3_9,121.0
132,900.0,1800.0,4_10,194.0
133,900.0,1800.0,7_1,114.0
134,900.0,1800.0,7_13,65.0
135,900.0,1800.0,7_8,131.0
136,900.0,1800.0,8_14,107.0
137,900.0,1800.0,8_2,63.0
138,900.0,1800.0,8_7,69.0
139,900.0,1800.0,8_9,267.0
140,900.0,1800.0,9_10,131.0
141,900.0,1800.0,9_15,132.0
142,900.0,1800.0,9_3,67.0
143,900.0,1800.0,9_8,111.0
144,1800.0,2700.0,10_16,88.0
145,1800.0,2700.0,10_4,113.0
146,1800.0,2700.0,10_9,46.0
147,1800.0,2700.0,12_13,157.0
148,1800.0,2700.0,13_12,95.0
149,1800.0,2700.0,13_14,80.0
150,1800.0,2700.0,13_19,42.0
151,1800.0,2700.0,13_7,120.0
152,1800.0,2700.0,14_13,58.0
153,1800.0,2700.0,14_15,32.0
154,1800.0,2700.0,14_20,161.0
155,1800.0,2700.0,14_8,77.0
156,1800.0,2700.0,15_14,13.0
157,1800.0,2700.0,15_16,186.0
158,1800.0,2700.0,15_21,64.0
159,1800.0,2700.0,15_9,7.0
160,1800.0,2700.0,16_10,48.0
161,1800.0,2700.0,16_15,61.0
162,1800.0,2700.0,16_17,183.0
163,1800.0,2700.0,16_22,131.0
164,1800.0,2700.0,17_16,138.0
165,1800.0,2700.0,18_19,139.0
166,1800.0,2700.0,19_13,51.0
167,1800.0,2700.0,19_18,122.0
168,1800.0,2700.0,19_20,101.0
169,1800.0,2700.0,19_25,108.0
170,1800.0,2700.0,1_7,123.0
171,1800.0,2700.0,20_14,207.0
172,1800.0,2700.0,20_19,82.0
173,1800.0,2700.0,20_21,14.0
174,1800.0,2700.0,20_26,91.0
175,1800.0,2700.0,21_15,7.0
176,1800.0,2700.0,21_20,11.0
177,1800.0,2700.0,21_22,75.0
178,1800.0,2700.0,21_27,137.0
179,1800.0,2700.0,22_16,123.0
180,1800.0,2700.0,22_21,75.0
181,1800.0,2700.0,22_23,175.0
182,1800.0,2700.0,22_28,49.0
183,1800.0,2700.0,23_22,173.0
184,1800.0,2700.0,25_19,121.0
185,1800.0,2700.0,25_26,76.0
186,1800.0,2700.0,25_31,104.0
187,1800.0,2700.0,26_20,124.0
188,1800.0,2700.0,26_25,62.0
189,1800.0,2700.0,26_27,145.0
190,1800.0,2700.0,26_32,141.0
191,1800.0,2700.0,27_21,144.0
192,1800.0,2700.0,27_26,106.0
193,1800.0,2700.0,27_28,97.0
194,1800.0,2700.0,27_33,162.0
195,1800.0,2700.0,28_22,36.0
196,1800.0,2700.0,28_27,71.0
197,1800.0,2700.0,28_34,146.0
198,1800.0,2700.0,2_8,186.0
199,1800.0,2700.0,31_25,127.0
200,1800.0,2700.0,32_26,195.0
201,1800.0,2700.0,33_27,151.0
202,1800.0,2700.0,34_28,174.0
203,1800.0,2700.0,3_9,131.0
204,1800.0,2700.0,4_10,160.0
205,1800.0,2700.0,7_1,125.0
206,1800.0,2700.0,7_13,96.0
207,1800.0,2700.0,7_8,107.0
208,1800.0,2700.0,8_14,112.0
209,1800.0,2700.0,8_2,56.0
210,1800.0,2700.0,8_7,67.0
211,1800.0,2700.0,8_9,253.0
212,1800.0,2700.0,9_10,112.0
213,1800.0,2700.0,9_15,119.0
214,1800.0,2700.0,9_3,66.0
215,1800.0,2700.0,9_8,112.0
216,2700.0,3600.0,10_16,36.0
217,2700.0,3600.0,10_4,71.0
218,2700.0,3600.0,10_9,63.0
219,2700.0,3600.0,12_13,159.0
220,2700.0,3600.0,13_12,107.0
221,2700.0,3600.0,13_14,88.0
222,2700.0,3600.0,13_19,53.0
223,2700.0,3600.0,13_7,87.0
224,2700.0,3600.0,14_13,44.0
225,2700.0,3600.0,14_15,7.0
226,2700.0,3600.0,14_20,176.0
227,2700.0,3600.0,14_8,106.0
228,2700.0,3600.0,15_14,12.0
229,2700.0,3600.0,15_16,71.0
230,2700.0,3600.0,15_21,90.0
231,2700.0,3600.0,15_9,20.0
232,2700.0,3600.0,16_17,69.0
233,2700.0,3600.0,16_22,58.0
234,2700.0,3600.0,17_16,3.0
235,2700.0,3600.0,18_19,178.0
236,2700.0,3600.0,19_13,58.0
237,2700.0,3600.0,19_18,122.0
238,2700.0,3600.0,19_20,107.0
239,2700.0,3600.0,19_25,165.0
240,2700.0,3600.0,1_7,192.0
241,2700.0,3600.0,20_14,190.0
242,2700.0,3600.0,20_19,98.0
243,2700.0,3600.0,20_21,6.0
244,2700.0,3600.0,20_26,102.0
245,2700.0,3600.0,21_15,19.0
246,2700.0,3600.0,21_20,22.0
247,2700.0,3600.0,21_22,82.0
248,2700.0,3600.0,21_27,119.0
249,2700.0,3600.0,22_16,107.0
250,2700.0,3600.0,22_21,54.0
251,2700.0,3600.0,22_23,100.0
