,begin,end,link,counts
0,0.0,900.0,10_16,77.0
1,0.0,900.0,10_4,86.0
2,0.0,900.0,10_9,159.0
3,0.0,900.0,12_13,139.0
4,0.0,900.0,13_12,120.0
5,0.0,900.0,13_14,62.0
6,0.0,900.0,13_19,57.0
7,0.0,900.0,13_7,80.0
8,0.0,900.0,14_13,35.0
9,0.0,900.0,14_15,47.0
10,0.0,900.0,14_20,130.0
11,0.0,900.0,14_8,12.0
12,0.0,900.0,15_14,32.0
13,0.0,900.0,15_16,44.0
14,0.0,900.0,15_21,45.0
15,0.0,900.0,15_9,66.0
16,0.0,900.0,16_10,83.0
17,0.0,900.0,16_15,112.0
18,0.0,900.0,16_17,90.0
19,0.0,900.0,16_22,85.0
20,0.0,900.0,17_16,183.0
21,0.0,900.0,18_19,200.0
22,0.0,900.0,19_13,66.0
23,0.0,900.0,19_18,125.0
24,0.0,900.0,19_20,116.0
25,0.0,900.0,19_25,98.0
26,0.0,900.0,1_7,176.0
27,0.0,900.0,20_14,158.0
28,0.0,900.0,20_19,63.0
29,0.0,900.0,20_21,14.0
30,0.0,900.0,20_26,56.0
31,0.0,900.0,21_15,79.0
32,0.0,900.0,21_20,10.0
33,0.0,900.0,21_22,57.0
34,0.0,900.0,21_27,59.0
35,0.0,900.0,22_16,129.0
36,0.0,900.0,22_21,42.0
37,0.0,900.0,22_23,83.0
38,0.0,900.0,22_28,49.0
39,0.0,900.0,23_22,147.0
40,0.0,900.0,25_19,123.0
41,0.0,900.0,25_26,135.0
42,0.0,900.0,25_31,73.0
43,0.0,900.0,26_20,73.0
44,0.0,900.0,26_25,63.0
45,0.0,900.0,26_27,140.0
46,0.0,900.0,26_32,95.0
47,0.0,900.0,27_21,145.0
48,0.0,900.0,27_26,102.0
49,0.0,900.0,27_28,77.0
50,0.0,900.0,27_33,96.0
51,0.0,900.0,28_22,40.0
52,0.0,900.0,28_27,107.0
53,0.0,900.0,28_34,121.0
54,0.0,900.0,2_8,136.0
55,0.0,900.0,31_25,199.0
56,0.0,900.0,32_26,131.0
57,0.0,900.0,33_27,160.0
58,0.0,900.0,34_28,161.0
59,0.0,900.0,3_9,142.0
60,0.0,900.0,4_10,185.0
61,0.0,900.0,7_1,108.0
62,0.0,900.0,7_13,106.0
63,0.0,900.0,7_8,84.0
64,0.0,900.0,8_14,87.0
65,0.0,900.0,8_2,97.0
66,0.0,900.0,8_7,88.0
67,0.0,900.0,8_9,169.0
68,0.0,900.0,9_10,83.0
69,0.0,900.0,9_15,93.0
70,0.0,900.0,9_3,84.0
71,0.0,900.0,9_8,234.0
72,900.0,1800.0,10_16,77.0
73,900.0,1800.0,10_4,167.0
74,900.0,1800.0,10_9,89.0
75,900.0,1800.0,12_13,173.0
76,900.0,1800.0,13_12,169.0
77,900.0,1800.0,13_14,46.0
78,900.0,1800.0,13_19,53.0
79,900.0,1800.0,13_7,96.0
80,900.0,1800.0,14_13,79.0
81,900.0,1800.0,14_15,51.0
82,900.0,1800.0,14_20,142.0
83,900.0,1800.0,14_8,116.0
84,900.0,1800.0,15_14,15.0
85,900.0,1800.0,15_16,93.0
86,900.0,1800.0,15_21,49.0
87,900.0,1800.0,15_9,37.0
88,900.0,1800.0,16_10,82.0
89,900.0,1800.0,16_15,79.0
90,900.0,1800.0,16_17,141.0
91,900.0,1800.0,16_22,100.0
92,900.0,1800.0,17_16,174.0
93,900.0,1800.0,18_19,140.0
94,900.0,1800.0,19_13,45.0
95,900.0,1800.0,19_18,145.0
96,900.0,1800.0,19_20,143.0
97,900.0,1800.0,19_25,108.0
