,value,from,to,begin,end,slice
0,11.465201849241357,taz_0,taz_1,0.0,900.0,0
1,23.632354832109733,taz_0,taz_2,0.0,900.0,0
2,5.3816253578071676,taz_0,taz_3,0.0,900.0,0
3,7.72146246989724,taz_0,taz_4,0.0,900.0,0
4,3.0417882457170946,taz_0,taz_5,0.0,900.0,0
5,13.805038961331428,taz_0,taz_6,0.0,900.0,0
6,10.997234426823342,taz_0,taz_7,0.0,900.0,0
7,28.31202905628988,taz_0,taz_8,0.0,900.0,0
8,16.1448760734215,taz_0,taz_9,0.0,900.0,0
9,4.9136579353891525,taz_0,taz_10,0.0,900.0,0
10,14.740973806167458,taz_0,taz_11,0.0,900.0,0
11,28.779996478707893,taz_1,taz_0,0.0,900.0,0
12,15.208941228585472,taz_1,taz_2,0.0,900.0,0
13,26.44015936661782,taz_1,taz_3,0.0,900.0,0
14,29.247963901125907,taz_1,taz_4,0.0,900.0,0
15,19.420648030347603,taz_1,taz_5,0.0,900.0,0
16,17.548778340675543,taz_1,taz_6,0.0,900.0,0
17,25.036257099363777,taz_1,taz_7,0.0,900.0,0
18,9.125364737151283,taz_1,taz_8,0.0,900.0,0
19,27.844061633871863,taz_1,taz_9,0.0,900.0,0
20,19.888615452765617,taz_1,taz_10,0.0,900.0,0
21,10.997234426823342,taz_1,taz_11,0.0,900.0,0
22,1.1699185560450363,taz_2,taz_0,0.0,900.0,0
23,6.317560202643196,taz_2,taz_1,0.0,900.0,0
24,25.972191944199807,taz_2,taz_3,0.0,900.0,0
25,18.01674576309356,taz_2,taz_4,0.0,900.0,0
26,27.37609421145385,taz_2,taz_5,0.0,900.0,0
27,18.95268060792959,taz_2,taz_6,0.0,900.0,0
28,10.061299581987312,taz_2,taz_7,0.0,900.0,0
29,13.337071538913413,taz_2,taz_8,0.0,900.0,0
30,1.6378859784630508,taz_2,taz_9,0.0,900.0,0
31,0.23398371120900727,taz_2,taz_10,0.0,900.0,0
32,12.401136694077385,taz_2,taz_11,0.0,900.0,0
33,29.247963901125907,taz_3,taz_0,0.0,900.0,0
34,10.061299581987312,taz_3,taz_1,0.0,900.0,0
35,22.696419987273703,taz_3,taz_2,0.0,900.0,0
36,26.44015936661782,taz_3,taz_4,0.0,900.0,0
37,15.208941228585472,taz_3,taz_5,0.0,900.0,0
38,3.509755668135109,taz_3,taz_6,0.0,900.0,0
39,14.273006383749443,taz_3,taz_7,0.0,900.0,0
40,12.8691041164954,taz_3,taz_8,0.0,900.0,0
41,0.23398371120900727,taz_3,taz_9,0.0,900.0,0
42,18.95268060792959,taz_3,taz_10,0.0,900.0,0
43,26.908126789035837,taz_3,taz_11,0.0,900.0,0
44,25.504224521781794,taz_4,taz_0,0.0,900.0,0
45,17.08081091825753,taz_4,taz_1,0.0,900.0,0
46,7.253495047479225,taz_4,taz_2,0.0,900.0,0
47,24.10032225452775,taz_4,taz_3,0.0,900.0,0
48,26.44015936661782,taz_4,taz_5,0.0,900.0,0
49,2.1058534008810654,taz_4,taz_6,0.0,900.0,0
50,12.401136694077385,taz_4,taz_7,0.0,900.0,0
51,2.57382082329908,taz_4,taz_8,0.0,900.0,0
52,8.657397314733268,taz_4,taz_9,0.0,900.0,0
53,7.253495047479225,taz_4,taz_10,0.0,900.0,0
54,14.273006383749443,taz_4,taz_11,0.0,900.0,0
55,9.125364737151283,taz_5,taz_0,0.0,900.0,0
56,25.972191944199807,taz_5,taz_1,0.0,900.0,0
57,3.509755668135109,taz_5,taz_2,0.0,900.0,0
58,3.9777230905531233,taz_5,taz_3,0.0,900.0,0
59,20.824550297601647,taz_5,taz_4,0.0,900.0,0
60,15.676908651003487,taz_5,taz_6,0.0,900.0,0
61,22.22845256485569,taz_5,taz_7,0.0,900.0,0
62,16.612843495839517,taz_5,taz_8,0.0,900.0,0
63,12.8691041164954,taz_5,taz_9,0.0,900.0,0
64,18.01674576309356,taz_5,taz_10,0.0,900.0,0
65,24.568289676945763,taz_5,taz_11,0.0,900.0,0
66,7.72146246989724,taz_6,taz_0,0.0,900.0,0
67,3.9777230905531233,taz_6,taz_1,0.0,900.0,0
68,11.93316927165937,taz_6,taz_2,0.0,900.0,0
69,6.785527625061211,taz_6,taz_3,0.0,900.0,0
70,2.1058534008810654,taz_6,taz_4,0.0,900.0,0
71,25.036257099363777,taz_6,taz_5,0.0,900.0,0
72,19.888615452765617,taz_6,taz_7,0.0,900.0,0
73,1.1699185560450363,taz_6,taz_8,0.0,900.0,0
74,14.273006383749443,taz_6,taz_9,0.0,900.0,0
75,23.16438740969172,taz_6,taz_10,0.0,900.0,0
76,7.72146246989724,taz_6,taz_11,0.0,900.0,0
77,18.484713185511573,taz_7,taz_0,0.0,900.0,0
78,20.824550297601647,taz_7,taz_1,0.0,900.0,0
79,17.08081091825753,taz_7,taz_2,0.0,900.0,0
80,7.253495047479225,taz_7,taz_3,0.0,900.0,0
81,20.824550297601647,taz_7,taz_4,0.0,900.0,0
82,9.593332159569298,taz_7,taz_5,0.0,900.0,0
83,0.7019511336270218,taz_7,taz_6,0.0,900.0,0
84,10.529267004405327,taz_7,taz_8,0.0,900.0,0
85,28.31202905628988,taz_7,taz_9,0.0,900.0,0
86,4.445690512971138,taz_7,taz_10,0.0,900.0,0
87,3.509755668135109,taz_7,taz_11,0.0,900.0,0
88,20.356582875183634,taz_8,taz_0,0.0,900.0,0
89,28.31202905628988,taz_8,taz_1,0.0,900.0,0
90,25.504224521781794,taz_8,taz_2,0.0,900.0,0
91,1.1699185560450363,taz_8,taz_3,0.0,900.0,0
92,16.612843495839517,taz_8,taz_4,0.0,900.0,0
93,27.844061633871863,taz_8,taz_5,0.0,900.0,0
94,6.785527625061211,taz_8,taz_6,0.0,900.0,0
95,11.465201849241357,taz_8,taz_7,0.0,900.0,0
96,5.849592780225182,taz_8,taz_9,0.0,900.0,0
97,16.612843495839517,taz_8,taz_10,0.0,900.0,0
98,11.93316927165937,taz_8,taz_11,0.0,900.0,0
99,21.760485142437677,taz_9,taz_0,0.0,900.0,0
100,26.44015936661782,taz_9,taz_1,0.0,900.0,0
101,19.888615452765617,taz_9,taz_2,0.0,900.0,0
102,25.972191944199807,taz_9,taz_3,0.0,900.0,0
103,9.125364737151283,taz_9,taz_4,0.0,900.0,0
104,5.3816253578071676,taz_9,taz_5,0.0,900.0,0
105,5.849592780225182,taz_9,taz_6,0.0,900.0,0
106,12.8691041164954,taz_9,taz_7,0.0,900.0,0
107,29.715931323543924,taz_9,taz_8,0.0,900.0,0
108,19.420648030347603,taz_9,taz_10,0.0,900.0,0
109,3.9777230905531233,taz_9,taz_11,0.0,900.0,0
110,20.356582875183634,taz_10,taz_0,0.0,900.0,0
111,8.189429892315255,taz_10,taz_1,0.0,900.0,0
112,15.676908651003487,taz_10,taz_2,0.0,900.0,0
113,25.972191944199807,taz_10,taz_3,0.0,900.0,0
114,12.8691041164954,taz_10,taz_4,0.0,900.0,0
115,19.888615452765617,taz_10,taz_5,0.0,900.0,0
116,25.504224521781794,taz_10,taz_6,0.0,900.0,0
117,19.420648030347603,taz_10,taz_7,0.0,900.0,0
118,20.824550297601647,taz_10,taz_8,0.0,900.0,0
119,21.760485142437677,taz_10,taz_9,0.0,900.0,0
120,17.548778340675543,taz_10,taz_11,0.0,900.0,0
121,19.420648030347603,taz_11,taz_0,0.0,900.0,0
122,18.01674576309356,taz_11,taz_1,0.0,900.0,0
123,28.779996478707893,taz_11,taz_2,0.0,900.0,0
124,4.9136579353891525,taz_11,taz_3,0.0,900.0,0
125,10.529267004405327,taz_11,taz_4,0.0,900.0,0
126,3.0417882457170946,taz_11,taz_5,0.0,900.0,0
127,10.997234426823342,taz_11,taz_6,0.0,900.0,0
128,23.632354832109733,taz_11,taz_7,0.0,900.0,0
129,1.1699185560450363,taz_11,taz_8,0.0,900.0,0
130,18.484713185511573,taz_11,taz_9,0.0,900.0,0
