,value,from,to,begin,end,slice
0,17.148023903016675,taz_0,taz_1,0.0,900.0,0
1,2.371114586366652,taz_0,taz_2,0.0,900.0,0
2,19.945671587291184,taz_0,taz_3,0.0,900.0,0
3,5.629239203918105,taz_0,taz_4,0.0,900.0,0
4,15.69690011680516,taz_0,taz_5,0.0,900.0,0
5,10.456778096346438,taz_0,taz_6,0.0,900.0,0
6,16.997266774689415,taz_0,taz_7,0.0,900.0,0
7,20.388282697745943,taz_0,taz_8,0.0,900.0,0
8,2.5562576840360154,taz_0,taz_9,0.0,900.0,0
9,10.45648816289501,taz_0,taz_10,0.0,900.0,0
10,7.117184065875733,taz_0,taz_11,0.0,900.0,0
11,5.261606885013113,taz_1,taz_0,0.0,900.0,0
12,8.433801862767021,taz_1,taz_2,0.0,900.0,0
13,6.770285979549583,taz_1,taz_3,0.0,900.0,0
14,15.340326153624588,taz_1,taz_4,0.0,900.0,0
15,9.513614158740639,taz_1,taz_5,0.0,900.0,0
16,3.324753818250888,taz_1,taz_6,0.0,900.0,0
17,6.2219386562268255,taz_1,taz_7,0.0,900.0,0
18,16.722519506195468,taz_1,taz_8,0.0,900.0,0
19,11.665913094613774,taz_1,taz_9,0.0,900.0,0
20,8.835891567351393,taz_1,taz_10,0.0,900.0,0
21,5.963268615023123,taz_1,taz_11,0.0,900.0,0
22,3.6320577858007437,taz_2,taz_0,0.0,900.0,0
23,18.696060593991568,taz_2,taz_1,0.0,900.0,0
24,7.491059873720011,taz_2,taz_3,0.0,900.0,0
25,4.671125276171892,taz_2,taz_4,0.0,900.0,0
26,4.599040686339158,taz_2,taz_5,0.0,900.0,0
27,19.560841951234508,taz_2,taz_6,0.0,900.0,0
28,2.109199968007699,taz_2,taz_7,0.0,900.0,0
29,9.069408497104892,taz_2,taz_8,0.0,900.0,0
30,7.84672518543912,taz_2,taz_9,0.0,900.0,0
31,8.27454953512778,taz_2,taz_10,0.0,900.0,0
32,20.750374705428385,taz_2,taz_11,0.0,900.0,0
33,8.240959450001988,taz_3,taz_0,0.0,900.0,0
34,19.3504096658778,taz_3,taz_1,0.0,900.0,0
35,4.128557156710869,taz_3,taz_2,0.0,900.0,0
36,10.269718953008876,taz_3,taz_4,0.0,900.0,0
37,19.776356604587576,taz_3,taz_5,0.0,900.0,0
38,17.343918921032706,taz_3,taz_6,0.0,900.0,0
39,19.326717192094556,taz_3,taz_7,0.0,900.0,0
40,13.259430012476079,taz_3,taz_8,0.0,900.0,0
41,3.3561107889513173,taz_3,taz_9,0.0,900.0,0
42,3.171527595952383,taz_3,taz_10,0.0,900.0,0
43,2.427444314617911,taz_3,taz_11,0.0,900.0,0
44,9.927808036629747,taz_4,taz_0,0.0,900.0,0
45,3.820940537003131,taz_4,taz_1,0.0,900.0,0
46,9.561231357750685,taz_4,taz_2,0.0,900.0,0
47,7.519087946504347,taz_4,taz_3,0.0,900.0,0
48,8.728712291265534,taz_4,taz_5,0.0,900.0,0
49,17.669461614647346,taz_4,taz_6,0.0,900.0,0
50,7.396911520506483,taz_4,taz_7,0.0,900.0,0
51,1.8851662191791159,taz_4,taz_8,0.0,900.0,0
52,20.260061398127448,taz_4,taz_9,0.0,900.0,0
53,12.523705946556584,taz_4,taz_10,0.0,900.0,0
54,3.4518817366985393,taz_4,taz_11,0.0,900.0,0
55,20.207201895788845,taz_5,taz_0,0.0,900.0,0
56,10.945103741245411,taz_5,taz_1,0.0,900.0,0
57,19.32867424436428,taz_5,taz_2,0.0,900.0,0
58,6.067573060539548,taz_5,taz_3,0.0,900.0,0
59,9.990532716884623,taz_5,taz_4,0.0,900.0,0
60,14.951106411606103,taz_5,taz_6,0.0,900.0,0
61,3.1823944074662878,taz_5,taz_7,0.0,900.0,0
62,5.636654684513121,taz_5,taz_8,0.0,900.0,0
63,12.1351262488581,taz_5,taz_9,0.0,900.0,0
64,1.2533081139144977,taz_5,taz_10,0.0,900.0,0
65,8.160170391598625,taz_5,taz_11,0.0,900.0,0
66,16.55422207395432,taz_6,taz_0,0.0,900.0,0
67,2.9640208036437645,taz_6,taz_1,0.0,900.0,0
68,3.421813542862399,taz_6,taz_2,0.0,900.0,0
69,15.719730619892122,taz_6,taz_3,0.0,900.0,0
70,15.743901056400686,taz_6,taz_4,0.0,900.0,0
71,11.025586373376422,taz_6,taz_5,0.0,900.0,0
72,8.017037937199223,taz_6,taz_7,0.0,900.0,0
73,13.222637094135392,taz_6,taz_8,0.0,900.0,0
