,value,from,to,begin,end,slice
0,17.83301088386542,taz_0,taz_1,0.0,900.0,0
1,2.4803348156063625,taz_0,taz_2,0.0,900.0,0
2,19.613276988933873,taz_0,taz_3,0.0,900.0,0
3,5.7057577028478095,taz_0,taz_4,0.0,900.0,0
4,15.304809633927196,taz_0,taz_5,0.0,900.0,0
5,11.006837089406215,taz_0,taz_6,0.0,900.0,0
6,18.243521311556965,taz_0,taz_7,0.0,900.0,0
7,17.797335645427076,taz_0,taz_8,0.0,900.0,0
8,2.6961102362748517,taz_0,taz_9,0.0,900.0,0
9,10.829547333497793,taz_0,taz_10,0.0,900.0,0
10,7.528804549856072,taz_0,taz_11,0.0,900.0,0
11,5.033580191643235,taz_1,taz_0,0.0,900.0,0
12,7.852795394941305,taz_1,taz_2,0.0,900.0,0
13,6.1447282900505895,taz_1,taz_3,0.0,900.0,0
14,15.470875340541193,taz_1,taz_4,0.0,900.0,0
15,10.082796086009708,taz_1,taz_5,0.0,900.0,0
16,2.8808988590121443,taz_1,taz_6,0.0,900.0,0
17,6.2325007848384555,taz_1,taz_7,0.0,900.0,0
18,16.094118872986,taz_1,taz_8,0.0,900.0,0
19,10.765435974111558,taz_1,taz_9,0.0,900.0,0
20,9.612601369126503,taz_1,taz_10,0.0,900.0,0
21,5.8478737382570225,taz_1,taz_11,0.0,900.0,0
22,3.165555432893573,taz_2,taz_0,0.0,900.0,0
23,16.66194796639799,taz_2,taz_1,0.0,900.0,0
24,7.037316472686513,taz_2,taz_3,0.0,900.0,0
25,3.8938335911165636,taz_2,taz_4,0.0,900.0,0
26,5.084612154213051,taz_2,taz_5,0.0,900.0,0
27,18.330096121173955,taz_2,taz_6,0.0,900.0,0
28,1.8191877604623743,taz_2,taz_7,0.0,900.0,0
29,8.143095820764888,taz_2,taz_8,0.0,900.0,0
30,7.041345813731808,taz_2,taz_9,0.0,900.0,0
31,7.726627455570471,taz_2,taz_10,0.0,900.0,0
32,18.73379387902814,taz_2,taz_11,0.0,900.0,0
33,8.38235884355553,taz_3,taz_0,0.0,900.0,0
34,18.022849357037984,taz_3,taz_1,0.0,900.0,0
