,begin,end,link,counts
0,0.0,900.0,10_16,88.0
1,0.0,900.0,10_4,134.0
2,0.0,900.0,10_9,99.0
3,0.0,900.0,12_13,141.0
4,0.0,900.0,13_12,104.0
5,0.0,900.0,13_14,50.0
6,0.0,900.0,13_19,56.0
7,0.0,900.0,13_7,114.0
8,0.0,900.0,14_13,58.0
9,0.0,900.0,14_15,53.0
10,0.0,900.0,14_20,100.0
11,0.0,900.0,14_8,31.0
12,0.0,900.0,15_14,42.0
13,0.0,900.0,15_16,33.0
14,0.0,900.0,15_21,68.0
15,0.0,900.0,15_9,29.0
16,0.0,900.0,16_10,112.0
17,0.0,900.0,16_15,95.0
18,0.0,900.0,16_17,90.0
19,0.0,900.0,16_22,94.0
20,0.0,900.0,17_16,173.0
21,0.0,900.0,18_19,159.0
22,0.0,900.0,19_13,59.0
23,0.0,900.0,19_18,127.0
24,0.0,900.0,19_20,92.0
25,0.0,900.0,19_25,99.0
26,0.0,900.0,1_7,185.0
27,0.0,900.0,20_14,171.0
28,0.0,900.0,20_19,56.0
29,0.0,900.0,20_21,7.0
30,0.0,900.0,20_26,44.0
31,0.0,900.0,21_15,33.0
32,0.0,900.0,21_20,18.0
33,0.0,900.0,21_22,96.0
34,0.0,900.0,21_27,97.0
35,0.0,900.0,22_16,172.0
36,0.0,900.0,22_21,69.0
37,0.0,900.0,22_23,113.0
38,0.0,900.0,22_28,34.0
39,0.0,900.0,23_22,182.0
40,0.0,900.0,25_19,139.0
41,0.0,900.0,25_26,102.0
42,0.0,900.0,25_31,83.0
43,0.0,900.0,26_20,108.0
44,0.0,900.0,26_25,68.0
45,0.0,900.0,26_27,100.0
46,0.0,900.0,26_32,103.0
47,0.0,900.0,27_21,137.0
48,0.0,900.0,27_26,101.0
49,0.0,900.0,27_28,80.0
50,0.0,900.0,27_33,106.0
51,0.0,900.0,28_22,51.0
52,0.0,900.0,28_27,78.0
53,0.0,900.0,28_34,113.0
54,0.0,900.0,2_8,154.0
55,0.0,900.0,31_25,187.0
56,0.0,900.0,32_26,173.0
57,0.0,900.0,33_27,186.0
58,0.0,900.0,34_28,143.0
59,0.0,900.0,3_9,144.0
60,0.0,900.0,4_10,178.0
61,0.0,900.0,7_1,107.0
62,0.0,900.0,7_13,90.0
63,0.0,900.0,7_8,122.0
64,0.0,900.0,8_14,47.0
65,0.0,900.0,8_2,70.0
66,0.0,900.0,8_7,68.0
67,0.0,900.0,8_9,239.0
68,0.0,900.0,9_10,76.0
69,0.0,900.0,9_15,155.0
70,0.0,900.0,9_3,79.0
71,0.0,900.0,9_8,152.0
72,900.0,1800.0,10_16,85.0
73,900.0,1800.0,10_4,132.0
74,900.0,1800.0,10_9,116.0
75,900.0,1800.0,12_13,136.0
76,900.0,1800.0,13_12,149.0
77,900.0,1800.0,13_14,59.0
78,900.0,1800.0,13_19,55.0
79,900.0,1800.0,13_7,101.0
80,900.0,1800.0,14_13,61.0
81,900.0,1800.0,14_15,52.0
82,900.0,1800.0,14_20,174.0
83,900.0,1800.0,14_8,36.0
84,900.0,1800.0,15_14,22.0
85,900.0,1800.0,15_16,59.0
86,900.0,1800.0,15_21,107.0
87,900.0,1800.0,15_9,51.0
88,900.0,1800.0,16_10,91.0
89,900.0,1800.0,16_15,102.0
90,900.0,1800.0,16_17,125.0
91,900.0,1800.0,16_22,121.0
92,900.0,1800.0,17_16,152.0
