,begin,end,link,counts
0,0.0,900.0,10_16,79.0
1,0.0,900.0,10_4,63.0
2,0.0,900.0,10_9,92.0
3,0.0,900.0,12_13,149.0
4,0.0,900.0,13_12,86.0
5,0.0,900.0,13_14,54.0
6,0.0,900.0,13_19,34.0
7,0.0,900.0,13_7,81.0
8,0.0,900.0,14_13,37.0
9,0.0,900.0,14_15,45.0
10,0.0,900.0,14_20,133.0
11,0.0,900.0,14_8,30.0
12,0.0,900.0,15_14,30.0
13,0.0,900.0,15_16,59.0
14,0.0,900.0,15_21,80.0
15,0.0,900.0,15_9,29.0
16,0.0,900.0,16_10,85.0
17,0.0,900.0,16_15,75.0
18,0.0,900.0,16_17,82.0
19,0.0,900.0,16_22,110.0
20,0.0,900.0,17_16,178.0
21,0.0,900.0,18_19,123.0
22,0.0,900.0,19_13,31.0
23,0.0,900.0,19_18,69.0
24,0.0,900.0,19_20,103.0
25,0.0,900.0,19_25,77.0
26,0.0,900.0,1_7,167.0
27,0.0,900.0,20_14,154.0
28,0.0,900.0,20_19,51.0
29,0.0,900.0,20_21,13.0
30,0.0,900.0,20_26,73.0
31,0.0,900.0,21_15,70.0
32,0.0,900.0,21_20,10.0
33,0.0,900.0,21_22,63.0
34,0.0,900.0,21_27,122.0
35,0.0,900.0,22_16,153.0
36,0.0,900.0,22_21,76.0
37,0.0,900.0,22_23,116.0
38,0.0,900.0,22_28,22.0
39,0.0,900.0,23_22,185.0
40,0.0,900.0,25_19,100.0
41,0.0,900.0,25_26,108.0
42,0.0,900.0,25_31,62.0
43,0.0,900.0,26_20,81.0
44,0.0,900.0,26_25,45.0
45,0.0,900.0,26_27,105.0
46,0.0,900.0,26_32,99.0
47,0.0,900.0,27_21,143.0
48,0.0,900.0,27_26,67.0
49,0.0,900.0,27_28,100.0
50,0.0,900.0,27_33,106.0
51,0.0,900.0,28_22,59.0
52,0.0,900.0,28_27,62.0
53,0.0,900.0,28_34,121.0
54,0.0,900.0,2_8,182.0
55,0.0,900.0,31_25,173.0
56,0.0,900.0,32_26,116.0
57,0.0,900.0,33_27,167.0
58,0.0,900.0,34_28,137.0
59,0.0,900.0,3_9,174.0
60,0.0,900.0,4_10,165.0
61,0.0,900.0,7_1,79.0
62,0.0,900.0,7_13,71.0
63,0.0,900.0,7_8,79.0
64,0.0,900.0,8_14,105.0
65,0.0,900.0,8_2,52.0
66,0.0,900.0,8_7,73.0
67,0.0,900.0,8_9,195.0
68,0.0,900.0,9_10,45.0
69,0.0,900.0,9_15,149.0
70,0.0,900.0,9_3,73.0
71,0.0,900.0,9_8,164.0
72,900.0,1800.0,10_16,79.0
73,900.0,1800.0,10_4,137.0
74,900.0,1800.0,10_9,27.0
75,900.0,1800.0,12_13,169.0
76,900.0,1800.0,13_12,96.0
77,900.0,1800.0,13_14,61.0
78,900.0,1800.0,13_19,33.0
79,900.0,1800.0,13_7,95.0
80,900.0,1800.0,14_13,40.0
81,900.0,1800.0,14_15,70.0
82,900.0,1800.0,14_20,126.0
83,900.0,1800.0,14_8,113.0
84,900.0,1800.0,15_14,13.0
85,900.0,1800.0,15_16,66.0
86,900.0,1800.0,15_21,54.0
87,900.0,1800.0,15_9,8.0
88,900.0,1800.0,16_10,100.0
89,900.0,1800.0,16_15,197.0
90,900.0,1800.0,16_17,97.0
91,900.0,1800.0,16_22,175.0
92,900.0,1800.0,17_16,179.0
93,900.0,1800.0,18_19,135.0
94,900.0,1800.0,19_13,23.0
95,900.0,1800.0,19_18,108.0
96,900.0,1800.0,19_20,162.0
97,900.0,1800.0,19_25,81.0
98,900.0,1800.0,1_7,159.0
99,900.0,1800.0,20_14,210.0
100,900.0,1800.0,20_19,61.0
101,900.0,1800.0,20_21,22.0
102,900.0,1800.0,20_26,80.0
103,900.0,1800.0,21_15,37.0
104,900.0,1800.0,21_20,13.0
105,900.0,1800.0,21_22,89.0
106,900.0,1800.0,21_27,150.0
107,900.0,1800.0,22_16,152.0
108,900.0,1800.0,22_21,118.0
109,900.0,1800.0,22_23,168.0
110,900.0,1800.0,22_28,36.0
111,900.0,1800.0,23_22,164.0
112,900.0,1800.0,25_19,143.0
113,900.0,1800.0,25_26,78.0
114,900.0,1800.0,25_31,103.0
115,900.0,1800.0,26_20,72.0
116,900.0,1800.0,26_25,88.0
117,900.0,1800.0,26_27,119.0
118,900.0,1800.0,26_32,126.0
119,900.0,1800.0,27_21,155.0
120,900.0,1800.0,27_26,109.0
121,900.0,1800.0,27_28,112.0
122,900.0,1800.0,27_33,142.0
123,900.0,1800.0,28_22,33.0
124,900.0,1800.0,28_27,107.0
125,900.0,1800.0,28_34,148.0
126,900.0,1800.0,2_8,177.0
127,900.0,1800.0,31_25,149.0
128,900.0,1800.0,32_26,197.0
129,900.0,1800.0,33_27,137.0
130,900.0,1800.0,34_28,135.0
131,900.0,1800.0,3_9,84.0
132,900.0,1800.0,4_10,179.0
133,900.0,1800.0,7_1,68.0
134,900.0,1800.0,7_13,86.0
135,900.0,1800.0,7_8,70.0
136,900.0,1800.0,8_14,80.0
137,900.0,1800.0,8_2,74.0
138,900.0,1800.0,8_7,54.0
139,900.0,1800.0,8_9,229.0
140,900.0,1800.0,9_10,97.0
141,900.0,1800.0,9_15,88.0
142,900.0,1800.0,9_3,86.0
143,900.0,1800.0,9_8,87.0
144,1800.0,2700.0,10_16,69.0
145,1800.0,2700.0,10_4,110.0
146,1800.0,2700.0,10_9,70.0
147,1800.0,2700.0,12_13,177.0
148,1800.0,2700.0,13_12,132.0
149,1800.0,2700.0,13_14,40.0
150,1800.0,2700.0,13_19,52.0
151,1800.0,2700.0,13_7,38.0
152,1800.0,2700.0,14_13,73.0
153,1800.0,2700.0,14_15,46.0
154,1800.0,2700.0,14_20,152.0
155,1800.0,2700.0,14_8,116.0
156,1800.0,2700.0,15_14,7.0
157,1800.0,2700.0,15_16,150.0
158,1800.0,2700.0,15_21,67.0
159,1800.0,2700.0,15_9,14.0
160,1800.0,2700.0,16_10,37.0
161,1800.0,2700.0,16_15,45.0
162,1800.0,2700.0,16_17,137.0
163,1800.0,2700.0,16_22,125.0
164,1800.0,2700.0,17_16,131.0
165,1800.0,2700.0,18_19,116.0
166,1800.0,2700.0,19_13,30.0
167,1800.0,2700.0,19_18,164.0
168,1800.0,2700.0,19_20,131.0
169,1800.0,2700.0,19_25,109.0
170,1800.0,2700.0,1_7,147.0
171,1800.0,2700.0,20_14,269.0
172,1800.0,2700.0,20_19,93.0
173,1800.0,2700.0,20_21,14.0
174,1800.0,2700.0,20_26,73.0
175,1800.0,2700.0,21_15,14.0
176,1800.0,2700.0,21_20,16.0
177,1800.0,2700.0,21_22,86.0
178,1800.0,2700.0,21_27,143.0
179,1800.0,2700.0,22_16,146.0
180,1800.0,2700.0,22_21,90.0
181,1800.0,2700.0,22_23,161.0
182,1800.0,2700.0,22_28,47.0
183,1800.0,2700.0,23_22,165.0
184,1800.0,2700.0,25_19,173.0
185,1800.0,2700.0,25_26,101.0
186,1800.0,2700.0,25_31,122.0
187,1800.0,2700.0,26_20,161.0
188,1800.0,2700.0,26_25,108.0
189,1800.0,2700.0,26_27,105.0
190,1800.0,2700.0,26_32,124.0
191,1800.0,2700.0,27_21,145.0
192,1800.0,2700.0,27_26,129.0
193,1800.0,2700.0,27_28,97.0
194,1800.0,2700.0,27_33,143.0
195,1800.0,2700.0,28_22,46.0
196,1800.0,2700.0,28_27,95.0
197,1800.0,2700.0,28_34,143.0
198,1800.0,2700.0,2_8,203.0
199,1800.0,2700.0,31_25,192.0
200,1800.0,2700.0,32_26,182.0
201,1800.0,2700.0,33_27,190.0
202,1800.0,2700.0,34_28,158.0
203,1800.0,2700.0,3_9,162.0
204,1800.0,2700.0,4_10,75.0
205,1800.0,2700.0,7_1,56.0
206,1800.0,2700.0,7_13,99.0
207,1800.0,2700.0,7_8,85.0
208,1800.0,2700.0,8_14,136.0
209,1800.0,2700.0,8_2,94.0
210,1800.0,2700.0,8_7,90.0
211,1800.0,2700.0,8_9,222.0
212,1800.0,2700.0,9_10,127.0
213,1800.0,2700.0,9_15,89.0
214,1800.0,2700.0,9_3,79.0
215,1800.0,2700.0,9_8,160.0
216,2700.0,3600.0,10_16,108.0
217,2700.0,3600.0,10_4,76.0
218,2700.0,3600.0,10_9,72.0
219,2700.0,3600.0,12_13,4.0
220,2700.0,3600.0,13_12,71.0
221,2700.0,3600.0,13_14,64.0
222,2700.0,3600.0,13_19,34.0
223,2700.0,3600.0,13_7,10.0
224,2700.0,3600.0,14_13,12.0
225,2700.0,3600.0,14_15,45.0
226,2700.0,3600.0,14_20,174.0
227,2700.0,3600.0,14_8,165.0
228,2700.0,3600.0,15_14,13.0
229,2700.0,3600.0,15_16,80.0
230,2700.0,3600.0,15_21,81.0
231,2700.0,3600.0,15_9,22.0
232,2700.0,3600.0,16_10,1.0
233,2700.0,3600.0,16_17,78.0
234,2700.0,3600.0,16_22,106.0
235,2700.0,3600.0,18_19,132.0
236,2700.0,3600.0,19_13,25.0
237,2700.0,3600.0,19_18,148.0
238,2700.0,3600.0,19_20,121.0
239,2700.0,3600.0,19_25,87.0
240,2700.0,3600.0,1_7,93.0
241,2700.0,3600.0,20_14,242.0
242,2700.0,3600.0,20_19,92.0
243,2700.0,3600.0,20_21,16.0
244,2700.0,3600.0,20_26,90.0
245,2700.0,3600.0,21_15,22.0
246,2700.0,3600.0,21_20,17.0
247,2700.0,3600.0,21_22,85.0
248,2700.0,3600.0,21_27,129.0
249,2700.0,3600.0,22_16,56.0
250,2700.0,3600.0,22_21,50.0
251,2700.0,3600.0,22_23,97.0
252,2700.0,3600.0,22_28,16.0
253,2700.0,3600.0,23_22,119.0
254,2700.0,3600.0,25_19,141.0
255,2700.0,3600.0,25_26,80.0
256,2700.0,3600.0,25_31,113.0
257,2700.0,3600.0,26_20,132.0
258,2700.0,3600.0,26_25,104.0
259,2700.0,3600.0,26_27,113.0
260,2700.0,3600.0,26_32,127.0
261,2700.0,3600.0,27_21,139.0
262,2700.0,3600.0,27_26,123.0
263,2700.0,3600.0,27_28,94.0
264,2700.0,3600.0,27_33,158.0
265,2700.0,3600.0,28_22,53.0
266,2700.0,3600.0,28_27,127.0
267,2700.0,3600.0,28_34,111.0
268,2700.0,3600.0,2_8,185.0
269,2700.0,3600.0,31_25,130.0
270,2700.0,3600.0,32_26,161.0
271,2700.0,3600.0,33_27,166.0
272,2700.0,3600.0,34_28,181.0
273,2700.0,3600.0,3_9,135.0
274,2700.0,3600.0,4_10,158.0
275,2700.0,3600.0,7_1,64.0
276,2700.0,3600.0,7_13,82.0
277,2700.0,3600.0,7_8,49.0
278,2700.0,3600.0,8_14,113.0
279,2700.0,3600.0,8_2,115.0
280,2700.0,3600.0,8_7,107.0
281,2700.0,3600.0,8_9,230.0
282,2700.0,3600.0,9_10,111.0
283,2700.0,3600.0,9_15,127.0
284,2700.0,3600.0,9_3,103.0
285,2700.0,3600.0,9_8,131.0
