,begin,end,link,counts
0,0.0,900.0,10_16,66.0
1,0.0,900.0,10_4,90.0
2,0.0,900.0,10_9,111.0
3,0.0,900.0,12_13,118.0
4,0.0,900.0,13_12,120.0
5,0.0,900.0,13_14,34.0
6,0.0,900.0,13_19,36.0
7,0.0,900.0,13_7,68.0
8,0.0,900.0,14_13,19.0
9,0.0,900.0,14_15,46.0
10,0.0,900.0,14_20,126.0
11,0.0,900.0,14_8,5.0
12,0.0,900.0,15_14,6.0
13,0.0,900.0,15_16,48.0
14,0.0,900.0,15_21,50.0
15,0.0,900.0,15_9,41.0
16,0.0,900.0,16_10,97.0
17,0.0,900.0,16_15,118.0
18,0.0,900.0,16_17,120.0
19,0.0,900.0,16_22,72.0
20,0.0,900.0,17_16,191.0
21,0.0,900.0,18_19,238.0
22,0.0,900.0,19_13,62.0
23,0.0,900.0,19_18,105.0
24,0.0,900.0,19_20,162.0
25,0.0,900.0,19_25,115.0
26,0.0,900.0,1_7,189.0
27,0.0,900.0,20_14,164.0
28,0.0,900.0,20_19,68.0
29,0.0,900.0,20_21,21.0
30,0.0,900.0,20_26,50.0
31,0.0,900.0,21_15,69.0
32,0.0,900.0,21_20,5.0
33,0.0,900.0,21_22,53.0
34,0.0,900.0,21_27,91.0
35,0.0,900.0,22_16,148.0
36,0.0,900.0,22_21,73.0
37,0.0,900.0,22_23,74.0
38,0.0,900.0,22_28,46.0
39,0.0,900.0,23_22,214.0
40,0.0,900.0,25_19,151.0
41,0.0,900.0,25_26,91.0
42,0.0,900.0,25_31,109.0
43,0.0,900.0,26_20,46.0
44,0.0,900.0,26_25,105.0
45,0.0,900.0,26_27,82.0
46,0.0,900.0,26_32,96.0
47,0.0,900.0,27_21,123.0
48,0.0,900.0,27_26,123.0
49,0.0,900.0,27_28,69.0
50,0.0,900.0,27_33,103.0
51,0.0,900.0,28_22,33.0
52,0.0,900.0,28_27,126.0
53,0.0,900.0,28_34,111.0
54,0.0,900.0,2_8,169.0
55,0.0,900.0,31_25,163.0
56,0.0,900.0,32_26,141.0
57,0.0,900.0,33_27,172.0
58,0.0,900.0,34_28,171.0
59,0.0,900.0,3_9,201.0
60,0.0,900.0,4_10,126.0
